P22000263,-78.69986532,35.84872885,82E,Northwest,2022-01-02,15:24:00,Humane/Animal Bite,RALEIGH,4800 BLOCK DEERWOOD DR
P22000263,-78.69986532,35.84872885,82F,Northwest,2022-01-02,15:24:00,Humane/Vicious Animal,RALEIGH,4800 BLOCK DEERWOOD DR
P22000264,-78.61287236,35.79426934,25G,Southeast,2022-01-02,16:22:00,Assault/Aggravated,RALEIGH,1100 BLOCK N RALEIGH BLVD
P22000265,-78.57300958,35.869915,25G,Northeast,2022-01-02,16:39:00,Assault/Aggravated,RALEIGH,6300 BLOCK ANDANTE AVE
P22000266,-78.71172518,35.79909778,25E,Southwest,2022-01-02,16:59:00,Assault/Simple,RALEIGH,1300 BLOCK OGLETHORPE AVE
P22000267,-78.54022216,35.71710311,25F,Southeast,2022-01-02,16:25:00,Assault/Intimidation-Communicating Threats,RALEIGH,6800 BLOCK SHANE DR
P22000268,-78.78714989,35.91340628,25E,Northwest,2022-01-02,16:43:00,Assault/Simple,RALEIGH,8000 BLOCK ANGLE PARK DR
P22000272,-78.62220278,35.7819138,25E,Southeast,2022-01-02,16:53:00,Assault/Simple,RALEIGH,100 BLOCK N TARBORO ST
P22000274,-78.66412708,35.88277115,82E,North,2022-01-02,17:20:00,Humane/Animal Bite,RALEIGH,7500 BLOCK MILESTONE CT
P22000275,-78.62125006,35.77016659,53A,Southeast,2022-01-02,17:01:00,Damage to Property (Group A),RALEIGH,600 BLOCK CUMBERLAND ST
P22000277,-78.57300958,35.869915,80B,Northeast,2022-01-02,18:14:00,All Other/Damage to Property (minor),RALEIGH,6300 BLOCK ANDANTE AVE
P22000280,-78.60191979,35.76389975,51C,Southeast,2022-01-02,17:55:00,Weapons/Shots Fired,RALEIGH,500 BLOCK DACIAN RD
P22000281,-78.55256818,35.89588446,25E,Northeast,2022-01-02,17:55:00,Assault/Simple,RALEIGH,8600 BLOCK NEUSE CLUB LN
P22000284,-78.53043644,35.87449827,82F,Northeast,2022-01-02,18:11:00,Humane/Vicious Animal,RALEIGH,2900 BLOCK SUNCREST VILLAGE LN
P22000287,-78.73553775,35.88028565,30A,Northwest,2022-01-02,18:53:00,Burglary/Commercial or Non-Residential,RALEIGH,8400 BLOCK GLENWOOD AVE
P22000291,-78.63662046,35.77751836,25E,Downtown,2022-01-02,19:38:00,Assault/Simple,RALEIGH,200 BLOCK S BLOUNT ST
P22000292,-78.60271213,35.83215641,25E,North,2022-01-02,19:18:00,Assault/Simple,RALEIGH,3600 BLOCK ATLANTIC AVE
P22000294,-78.68009416,35.87426679,30B,Northwest,2022-01-02,19:14:00,Burglary/Residential,RALEIGH,2400 BLOCK TONY TANK LN
P22000294,-78.68009416,35.87426679,80B,Northwest,2022-01-02,19:14:00,All Other/Damage to Property (minor),RALEIGH,2400 BLOCK TONY TANK LN
P22000297,-78.58268596,35.7264483,30A,Southeast,2022-01-02,16:15:00,Burglary/Commercial or Non-Residential,RALEIGH,3200 BLOCK INTEGRITY DR
P22000297,-78.58268596,35.7264483,53A,Southeast,2022-01-02,16:15:00,Damage to Property (Group A),RALEIGH,3200 BLOCK INTEGRITY DR
P22000298,-78.56705908,35.88351766,80A,Northeast,2022-01-02,20:17:00,All Other/All Other Offenses,RALEIGH,7800 BLOCK S CALIFORNIA DR
P22000300,-78.53909973,35.71854878,80B,Southeast,2022-01-02,18:45:00,All Other/Damage to Property (minor),RALEIGH,6800 BLOCK HORSEBACK LN
P22000303,-78.58121835,35.7730756,40A,Southeast,2022-01-02,16:43:00,Motor Vehicle Theft,RALEIGH,3300 BLOCK BRIDGEVILLE RD
P22000304,-78.67155349,35.83680498,71A,North,2022-01-02,21:41:00,Traffic/DWI (Driving While Impaired),RALEIGH,4100 BLOCK GLENWOOD AV
P22000305,-78.55861527,35.89555164,25F,Northeast,2022-01-02,21:23:00,Assault/Intimidation-Communicating Threats,WAKE COUNTY,8500 BLOCK CAPITAL BLVD
P22000305,-78.55861527,35.89555164,80B,Northeast,2022-01-02,21:23:00,All Other/Damage to Property (minor),WAKE COUNTY,8500 BLOCK CAPITAL BLVD
P22000306,-78.61585594,35.78008049,35E,Southeast,2022-01-02,19:37:00,Larceny/Theft from Coin-Operated Machine,RALEIGH,1600 BLOCK NEW BERN AVE
P22000308,-78.55691704,35.81576696,25F,Northeast,2022-01-02,22:08:00,Assault/Intimidation-Communicating Threats,RALEIGH,4900 BLOCK CUPINE CT
P22000309,-78.70113474,35.76252358,25E,Southwest,2022-01-02,22:27:00,Assault/Simple,RALEIGH,1400 BLOCK COLLEGIATE CIR
P22000311,-78.58791458,35.86400912,25E,North,2022-01-02,23:56:00,Assault/Simple,RALEIGH,6100 BLOCK BEALE LOOP
P22000312,-78.54594705,35.84265581,54Z,Northeast,2022-01-02,23:34:00,Drug Equipment/Paraphernalia,RALEIGH,4500 BLOCK FOXHOUND RD
P22000312,-78.54594705,35.84265581,54D,Northeast,2022-01-02,23:34:00,Drug Violation/Misdemeanor,RALEIGH,4500 BLOCK FOXHOUND RD
P22000314,-78.55714817,35.89405487,71A,Northeast,2022-01-03,0:00:00,Traffic/DWI (Driving While Impaired),RALEIGH,8700 BLOCK WADFORD DR
P22000317,-78.58375963,35.8448583,80E,North,2022-01-03,0:48:00,All Other/Unauthorized Use of Vehicle,RALEIGH,4700 BLOCK OLD PLANK RD
P22000318,0,0,35F,North,2022-01-03,0:42:00,Larceny/Theft from Motor Vehicle,WAKE COUNTY,7400 BLOCK RACINE WAY
P22000322,-78.62081651,35.82649341,25F,North,2022-01-03,1:54:00,Assault/Intimidation-Communicating Threats,RALEIGH,3200 BLOCK WAKE FOREST RD
P22000326,-78.59996457,35.81104551,25E,Northeast,2022-01-03,3:41:00,Assault/Simple,RALEIGH,2600 BLOCK APPLIANCE CT
P22000327,-78.55691704,35.81576696,25E,Northeast,2022-01-03,5:06:00,Assault/Simple,RALEIGH,4900 BLOCK CUPINE CT
P22000330,-78.54736269,35.78261598,80A,Southeast,2022-01-03,4:51:00,All Other/All Other Offenses,RALEIGH,5200 BLOCK RYEGRASS CT
P22000331,-78.64508973,35.7723153,25G,Downtown,2022-01-03,5:38:00,Assault/Aggravated,RALEIGH,400 BLOCK W SOUTH ST
P22000344,-78.56269509,35.79843806,35C,Southeast,2022-01-03,8:16:00,Larceny/Shoplifting,RALEIGH,4400 BLOCK NEW BERN AVE
P22000345,-78.56269509,35.79843806,54Z,Southeast,2022-01-03,9:05:00,Drug Equipment/Paraphernalia,RALEIGH,4400 BLOCK NEW BERN AVE
P22000349,-78.68167616,35.8603352,35F,Northwest,2022-01-03,7:18:00,Larceny/Theft from Motor Vehicle,RALEIGH,2200 BLOCK W MILLBROOK RD
P22000350,-78.53724681,35.79722766,30A,Northeast,2022-01-03,8:57:00,Burglary/Commercial or Non-Residential,RALEIGH,5800 BLOCK WILLOW BLUE LN
P22000352,-78.63662046,35.77751836,80B,Downtown,2022-01-03,8:50:00,All Other/Damage to Property (minor),RALEIGH,200 BLOCK S BLOUNT ST
P22000353,-78.63823867,35.77803981,35D,Downtown,2022-01-03,8:51:00,Larceny/Theft from Building,RALEIGH,200 BLOCK S WILMINGTON ST
P22000354,-78.66005756,35.75125353,82J,Southwest,2022-01-03,9:43:00,Humane/Chemical Deployment,RALEIGH,1300 BLOCK CAROLINA PINES AVE
P22000355,-78.64746346,35.78283339,35H,Downtown,2022-01-03,9:19:00,Larceny/All Other,RALEIGH,200 BLOCK GLENWOOD AVE
P22000357,-78.64600083,35.80112608,80B,Downtown,2022-01-03,9:14:00,All Other/Damage to Property (minor),RALEIGH,1600 BLOCK GLENWOOD AVE
P22000359,-78.54839016,35.75692052,35F,Southeast,2022-01-03,9:42:00,Larceny/Theft from Motor Vehicle,RALEIGH,1700 BLOCK RIVERKNOLL DR
P22000360,-78.63500628,35.74453897,80F,Downtown,2022-01-03,10:00:00,All Other/Harassing Telephone Calls,RALEIGH,2500 BLOCK HIP HOP LN
P22000363,-78.65989955,35.79092185,35H,Southwest,2022-01-03,10:07:00,Larceny/All Other,RALEIGH,2000 BLOCK CAMERON ST
P22000364,-78.56552619,35.79866849,35F,Southeast,2022-01-03,10:12:00,Larceny/Theft from Motor Vehicle,RALEIGH,4200 BLOCK NEW BERN AVE
P22000366,-78.56221295,35.79858674,35C,Northeast,2022-01-03,10:34:00,Larceny/Shoplifting,RALEIGH,4400 BLOCK NEW BERN AVE
P22000367,-78.55640034,35.7946916,52D,Southeast,2022-01-03,10:21:00,Stolen Property/Recover Stolen Vehicle (no arrest) (STOLEN FROM OTHER JURISDICTION),RALEIGH,4700 BLOCK RHYNE CT
P22000369,-78.68726788,35.78503833,25F,Southwest,2022-01-03,11:15:00,Assault/Intimidation-Communicating Threats,RALEIGH,3700 BLOCK WESTERN BLVD
P22000369,-78.68726788,35.78503833,54D,Southwest,2022-01-03,11:15:00,Drug Violation/Misdemeanor,RALEIGH,3700 BLOCK WESTERN BLVD
P22000369,-78.68726788,35.78503833,51A,Southwest,2022-01-03,11:15:00,Weapons/Carry Concealed Weapon,RALEIGH,3700 BLOCK WESTERN BLVD
P22000371,-78.48362075,35.86130768,52B,Northeast,2022-01-03,9:56:00,Stolen Property/Possess Stolen Vehicle (w/ Arrest) (STOLEN FROM OTHER JURISDICTION),WAKE COUNTY,4300 BLOCK OLD MILBURNIE RD
P22000373,-78.62654551,35.86802303,80B,North,2022-01-03,10:12:00,All Other/Damage to Property (minor),RALEIGH,6500 BLOCK THE LAKES DR
P22000374,-78.59360243,35.85789077,80B,North,2022-01-03,11:14:00,All Other/Damage to Property (minor),RALEIGH,5600 BLOCK DEPARTURE DR
P22000379,-78.58091731,35.85239172,35C,North,2022-01-03,11:45:00,Larceny/Shoplifting,RALEIGH,4900 BLOCK CAPITAL BLVD
P22000381,-78.5627702,35.92217471,82F,Northeast,2022-01-03,11:38:00,Humane/Vicious Animal,RALEIGH,10800 BLOCK BEDFORDTOWN DR
P22000382,-78.62062566,35.76954794,30B,Southeast,2022-01-03,12:36:00,Burglary/Residential,RALEIGH,1100 BLOCK HIGHTOWER ST
P22000382,-78.62062566,35.76954794,80B,Southeast,2022-01-03,12:36:00,All Other/Damage to Property (minor),RALEIGH,1100 BLOCK HIGHTOWER ST
P22000385,-78.5368927,35.81129141,80B,Northeast,2022-01-03,12:03:00,All Other/Damage to Property (minor),RALEIGH,2200 BLOCK BLACKWOLF RUN LN
P22000389,-78.61831337,35.75137914,56A,Southeast,2022-01-03,13:08:00,Fraud/False Pretense or Swindle,RALEIGH,1100 BLOCK HADLEY RD
P22000391,-78.59057804,35.81987372,30A,Northeast,2022-01-03,9:04:00,Burglary/Commercial or Non-Residential,RALEIGH,2800 BLOCK TRAWICK RD
P22000394,-78.60598118,35.77477296,54D,Southeast,2022-01-03,13:59:00,Drug Violation/Misdemeanor,RALEIGH,2400 BLOCK POOLE RD
P22000396,-78.64488163,35.73340845,25F,Downtown,2022-01-03,13:50:00,Assault/Intimidation-Communicating Threats,RALEIGH,3200 BLOCK DURHAM DR
P22000400,-78.57268237,35.85325859,25E,Northeast,2022-01-03,14:10:00,Assault/Simple,RALEIGH,4900 BLOCK COOLRIDGE CT
P22000403,-78.61583959,35.80711996,80A,Southeast,2022-01-03,14:39:00,All Other/All Other Offenses,RALEIGH,CRABTREE BLVD  &  CAPITAL BLVD
P22000404,-78.582013,35.84316801,54Z,North,2022-01-03,15:00:00,Drug Equipment/Paraphernalia,RALEIGH,2900 BLOCK RED CLAY DR
P22000405,-78.582013,35.84316801,30B,North,2022-01-03,13:44:00,Burglary/Residential,RALEIGH,2900 BLOCK RED CLAY DR
P22000409,-78.7286504,35.87795942,35F,Northwest,2022-01-03,14:56:00,Larceny/Theft from Motor Vehicle,RALEIGH,5400 BLOCK REBECCA LYNN LN
P22000412,-78.58268762,35.78871245,51C,Southeast,2022-01-03,13:42:00,Weapons/Shots Fired,RALEIGH,3200 BLOCK CALUMET DR
P22000415,-78.57408601,35.86343752,35D,Northeast,2022-01-03,15:18:00,Larceny/Theft from Building,RALEIGH,3800 BLOCK SUMNER BLVD
P22000417,-78.64720655,35.78746557,25E,Downtown,2022-01-03,16:15:00,Assault/Simple,RALEIGH,600 BLOCK GLENWOOD AV
P22000424,-78.53724681,35.79722766,25G,Northeast,2022-01-03,15:50:00,Assault/Aggravated,RALEIGH,5700 BLOCK BEACH WATER DR
P22000431,-78.59483391,35.84194652,25F,North,2022-01-03,17:20:00,Assault/Intimidation-Communicating Threats,RALEIGH,4600 BLOCK PUNJAB ST
P22000434,-78.70024052,35.87838994,25E,Northwest,2022-01-03,17:19:00,Assault/Simple,RALEIGH,4300 BLOCK SNIPE CREEK LN
P22000437,-78.60411637,35.79392252,56B,Southeast,2022-01-03,18:07:00,Fraud/Credit Card-ATM Fraud,RALEIGH,2400 BLOCK REMINGTON RD
P22000437,-78.60411637,35.79392252,35H,Southeast,2022-01-03,18:07:00,Larceny/All Other,RALEIGH,2400 BLOCK REMINGTON RD
P22000438,-78.61956589,35.82894102,56C,North,2022-01-03,18:33:00,Fraud/ID Theft,RALEIGH,3400 BLOCK WAKE FOREST RD
P22000439,-78.68295766,35.87323917,80B,Northwest,2022-01-03,18:05:00,All Other/Damage to Property (minor),RALEIGH,2400 BLOCK LYNN RD
P22000440,-78.56080591,35.77753631,71A,Southeast,2022-01-03,18:36:00,Traffic/DWI (Driving While Impaired),RALEIGH,NEW HOPE RD  &  I87 NB
P22000444,-78.70239872,35.7598487,35F,Southwest,2022-01-03,18:59:00,Larceny/Theft from Motor Vehicle,RALEIGH,3100 BLOCK WALNUT CREEK PKWY
P22000449,-78.63873081,35.81320804,56C,North,2022-01-03,18:19:00,Fraud/ID Theft,RALEIGH,2400 BLOCK OXFORD RD
P22000452,-78.58157179,35.85878289,63M,North,2022-01-03,15:05:00,Embezzlement,RALEIGH,5400 BLOCK CAPITAL BLVD
P22000454,-78.61271524,35.77723159,25E,Southeast,2022-01-03,19:50:00,Assault/Simple,RALEIGH,1700 BLOCK POOLE RD
P22000455,-78.73389998,35.77649952,52D,Southwest,2022-01-03,20:21:00,Stolen Property/Recover Stolen Vehicle (no arrest) (STOLEN FROM OTHER JURISDICTION),RALEIGH,400 BLOCK WESTCLIFF CT
P22000457,-78.63067241,35.73949388,80E,Downtown,2022-01-03,19:53:00,All Other/Unauthorized Use of Vehicle,RALEIGH,500 BLOCK BRADKIN CT
P22000458,-78.6488821,35.74904046,80F,Downtown,2022-01-03,19:58:00,All Other/Harassing Telephone Calls,RALEIGH,2500 BLOCK S SAUNDERS ST
P22000460,-78.56879768,35.79237125,40A,Southeast,2022-01-03,20:31:00,Motor Vehicle Theft,RALEIGH,1000 BLOCK CORPORATION PKWY
P22000462,-78.64875259,35.73251906,52D,Downtown,2022-01-03,20:19:00,Stolen Property/Recover Stolen Vehicle (no arrest) (STOLEN FROM OTHER JURISDICTION),RALEIGH,300 BLOCK CIRCLE LN
P22000463,-78.60534626,35.7658259,35F,Southeast,2022-01-03,21:27:00,Larceny/Theft from Motor Vehicle,RALEIGH,800 BLOCK PEYTON ST
P22000465,-78.58760677,35.90760813,56A,Northeast,2022-01-03,21:00:00,Fraud/False Pretense or Swindle,RALEIGH,1100 BLOCK FALLS RIVER AVE
P22000466,-78.51036267,35.89442354,80A,Northeast,2022-01-03,20:31:00,All Other/All Other Offenses,RALEIGH,8400 BLOCK LOUISBURG RD
P22000470,-78.50741056,35.88027865,54Z,Northeast,2022-01-03,22:40:00,Drug Equipment/Paraphernalia,RALEIGH,SPRINGFIELD CREEK DR  &  WATKINS RIDGE CT
P22000470,-78.50741056,35.88027865,54D,Northeast,2022-01-03,22:40:00,Drug Violation/Misdemeanor,RALEIGH,SPRINGFIELD CREEK DR  &  WATKINS RIDGE CT
P22000472,-78.566498,35.92252684,25E,Northeast,2022-01-03,22:56:00,Assault/Simple,RALEIGH,2200 BLOCK VALLEY EDGE DR
P22000476,-78.58737176,35.78854571,54Z,Southeast,2022-01-04,1:33:00,Drug Equipment/Paraphernalia,RALEIGH,3100 BLOCK NEW BERN AV
P22000477,-78.62024616,35.78314844,30B,Southeast,2022-01-04,1:20:00,Burglary/Residential,RALEIGH,1400 BLOCK E LANE ST
P22000480,-78.61694904,35.77058824,25G,Southeast,2022-01-04,1:50:00,Assault/Aggravated,RALEIGH,1500 BLOCK JOE LOUIS AVE
P22000481,-78.59796894,35.84403635,51C,North,2022-01-04,2:08:00,Weapons/Shots Fired,RALEIGH,4700 BLOCK BROCKTON DR
P22000482,-78.64301136,35.86595815,35H,North,2022-01-04,1:48:00,Larceny/All Other,RALEIGH,200 BLOCK RIDGEWOOD DR
P22000483,-78.64691565,35.78281588,80B,Downtown,2022-01-04,2:40:00,All Other/Damage to Property (minor),RALEIGH,500 BLOCK W JONES ST
P22000484,-78.62904513,35.7656831,30B,Southeast,2022-01-04,3:31:00,Burglary/Residential,RALEIGH,500 BLOCK BRAGG ST
P22000486,-78.64196606,35.77569215,54Z,Downtown,2022-01-04,4:45:00,Drug Equipment/Paraphernalia,RALEIGH,200 BLOCK W DAVIE ST
P22000486,-78.64196606,35.77569215,54D,Downtown,2022-01-04,4:45:00,Drug Violation/Misdemeanor,RALEIGH,200 BLOCK W DAVIE ST
P22000486,-78.64196606,35.77569215,71A,Downtown,2022-01-04,4:45:00,Traffic/DWI (Driving While Impaired),RALEIGH,200 BLOCK W DAVIE ST
P22000487,-78.55803867,35.75348931,35F,Southeast,2022-01-04,5:16:00,Larceny/Theft from Motor Vehicle,RALEIGH,5300 BLOCK PRONGHORN LN
P22000490,-78.64904397,35.74867636,35D,Southwest,2022-01-04,6:44:00,Larceny/Theft from Building,RALEIGH,2600 BLOCK S SAUNDERS ST
P22000492,-78.61555237,35.85185927,35H,North,2022-01-04,7:09:00,Larceny/All Other,RALEIGH,1300 BLOCK PADDOCK DR
P22000493,-78.79999023,35.9211612,25E,Northwest,2022-01-04,6:59:00,Assault/Simple,RALEIGH,11200 BLOCK AVOCET LN
P22000504,-78.59448602,35.87737461,30B,North,2022-01-04,8:15:00,Burglary/Residential,RALEIGH,7200 BLOCK CIRCLEBANK DR
P22000507,-78.67420712,35.84732315,40A,North,2022-01-04,8:40:00,Motor Vehicle Theft,RALEIGH,4800 BLOCK SMITH CREEK PKWY
P22000508,-78.72696989,35.78595884,35F,Southwest,2022-01-04,9:36:00,Larceny/Theft from Motor Vehicle,WAKE COUNTY,5700 BLOCK HILLSBOROUGH ST
P22000508,-78.72696989,35.78595884,80B,Southwest,2022-01-04,9:36:00,All Other/Damage to Property (minor),WAKE COUNTY,5700 BLOCK HILLSBOROUGH ST
P22000509,-78.5627903,35.81323449,25E,Northeast,2022-01-04,9:18:00,Assault/Simple,WAKE COUNTY,2600 BLOCK SOUTHALL RD
P22000511,-78.6058812,35.85011457,17M,North,2022-01-04,8:45:00,Sex Offense/Indecent Exposure,RALEIGH,1800 BLOCK E MILLBROOK RD
P22000512,-78.61359387,35.7543965,55B,Southeast,2022-01-04,10:17:00,Forgery/Prescription Fraud,RALEIGH,1600 BLOCK CROSS LINK RD
P22000513,-78.5883796,35.90460652,35G,Northeast,2022-01-04,10:16:00,Larceny/Theft of MV Parts-Accessories,RALEIGH,10400 BLOCK DURANT RD
P22000515,-78.61487276,35.78714241,35G,Southeast,2022-01-04,10:15:00,Larceny/Theft of MV Parts-Accessories,RALEIGH,500 BLOCK JUNE LN
P22000516,-78.57622311,35.79780512,40A,Southeast,2022-01-04,10:53:00,Motor Vehicle Theft,RALEIGH,3800 BLOCK NEW BERN AVE
P22000520,-78.5580733,35.94189621,35H,Northeast,2022-01-04,10:43:00,Larceny/All Other,RALEIGH,2900 BLOCK WAKEFIELD PINES DR
P22000522,-78.5837262,35.84498052,17M,North,2022-01-04,11:26:00,Sex Offense/Indecent Exposure,RALEIGH,3000 BLOCK CALVARY DR
P22000524,-78.56507528,35.87084334,40A,Northeast,2022-01-04,11:19:00,Motor Vehicle Theft,RALEIGH,8000 BLOCK TOWN DR
P22000528,-78.66622779,35.85767356,35F,North,2022-01-04,12:52:00,Larceny/Theft from Motor Vehicle,RALEIGH,1400 BLOCK W MILLBROOK RD
P22000530,-78.58270405,35.83494022,35C,North,2022-01-04,12:37:00,Larceny/Shoplifting,RALEIGH,3900 BLOCK CAPITAL BLVD
P22000531,-78.78512575,35.9091423,35C,Northwest,2022-01-04,13:13:00,Larceny/Shoplifting,RALEIGH,8200 BLOCK BRIER CREEK PKWY
P22000534,-78.59239848,35.90581719,35G,Northeast,2022-01-04,12:57:00,Larceny/Theft of MV Parts-Accessories,RALEIGH,10600 BLOCK DURANT RD
P22000535,-78.60655017,35.77226169,80B,Southeast,2022-01-04,13:24:00,All Other/Damage to Property (minor),RALEIGH,2400 BLOCK MELVID CT
P22000538,-78.58723192,35.84567529,54Z,North,2022-01-04,14:02:00,Drug Equipment/Paraphernalia,RALEIGH,CALVARY DR  &  GREEN RD
P22000538,-78.58723192,35.84567529,54D,North,2022-01-04,14:02:00,Drug Violation/Misdemeanor,RALEIGH,CALVARY DR  &  GREEN RD
P22000539,-78.61369202,35.77005417,55B,Southeast,2022-01-04,14:07:00,Forgery/Prescription Fraud,RALEIGH,1600 BLOCK MARTIN LUTHER KING JR BLVD
P22000542,-78.58737176,35.78854571,54D,Southeast,2022-01-04,14:22:00,Drug Violation/Misdemeanor,RALEIGH,3100 BLOCK NEW BERN AVE
P22000547,-78.57784191,35.81680808,80F,Northeast,2022-01-04,13:17:00,All Other/Harassing Telephone Calls,RALEIGH,3600 BLOCK WICKERSHAM WAY
P22000549,-78.62695818,35.82615582,80B,North,2022-01-04,13:36:00,All Other/Damage to Property (minor),RALEIGH,900 BLOCK WAKE TOWNE DR
P22000550,-78.56976951,35.86065668,35G,Northeast,2022-01-04,14:19:00,Larceny/Theft of MV Parts-Accessories,RALEIGH,4100 BLOCK TRISTONE FALLS AVE
P22000555,-78.56023872,35.79840605,63M,Northeast,2022-01-04,15:03:00,Embezzlement,RALEIGH,4500 BLOCK NEW BERN AVE
P22000556,-78.57459276,35.84705451,80F,Northeast,2022-01-04,13:25:00,All Other/Harassing Telephone Calls,RALEIGH,4700 BLOCK N NEW HOPE RD
P22000558,-78.61476266,35.84899949,56A,North,2022-01-04,14:18:00,Fraud/False Pretense or Swindle,RALEIGH,5000 BLOCK FALLS OF NEUSE RD
P22000565,-78.62159159,35.81292965,82J,North,2022-01-04,16:04:00,Humane/Chemical Deployment,RALEIGH,1000 BLOCK MILLS ST
P22000566,-78.70948548,35.85319643,53A,Northwest,2022-01-04,15:34:00,Damage to Property (Group A),RALEIGH,4100 BLOCK DEEP HOLLOW DR
P22000568,-78.81339844,35.90605509,56F,Northwest,2022-01-04,16:46:00,Fraud/Worthless-Bad Checks,RALEIGH,11000 BLOCK EMERALD CREEK DR
P22000576,-78.71796571,35.85392426,25E,Northwest,2022-01-04,16:53:00,Assault/Simple,RALEIGH,5000 BLOCK DELTA LAKE DR
P22000583,-78.58013139,35.84749897,56B,Northeast,2022-01-04,15:15:00,Fraud/Credit Card-ATM Fraud,RALEIGH,4600 BLOCK CAPITAL BLVD
P22000583,-78.58013139,35.84749897,35F,Northeast,2022-01-04,15:15:00,Larceny/Theft from Motor Vehicle,RALEIGH,4600 BLOCK CAPITAL BLVD
P22000583,-78.58013139,35.84749897,80B,Northeast,2022-01-04,15:15:00,All Other/Damage to Property (minor),RALEIGH,4600 BLOCK CAPITAL BLVD
P22000587,-78.63748802,35.77553833,35D,Downtown,2022-01-04,18:20:00,Larceny/Theft from Building,RALEIGH,100 BLOCK E DAVIE ST
P22000588,-78.75230914,35.89208751,54D,Northwest,2022-01-04,18:38:00,Drug Violation/Misdemeanor,RALEIGH,8900 BLOCK GLENWOOD AVE
P22000591,-78.70976398,35.85230965,56A,Northwest,2022-01-04,17:45:00,Fraud/False Pretense or Swindle,RALEIGH,5500 BLOCK SHARPE DR
P22000592,-78.78233526,35.91208534,35C,Northwest,2022-01-04,18:16:00,Larceny/Shoplifting,RALEIGH,8000 BLOCK BRIER CREEK PKWY
P22000597,-78.58710163,35.7873535,54C,Southeast,2022-01-04,19:23:00,Drug Violation/Felony,RALEIGH,0 BLOCK SUNNYBROOK RD
P22000600,-78.6961409,35.87703265,51C,Northwest,2022-01-04,19:19:00,Weapons/Shots Fired,RALEIGH,3100 BLOCK HIDDEN POND DR
P22000601,-78.5423312,35.81066003,25E,Northeast,2022-01-04,16:07:00,Assault/Simple,RALEIGH,2100 BLOCK TURTLE POINT DR
P22000602,-78.6151674,35.89569174,35D,North,2022-01-04,19:34:00,Larceny/Theft from Building,RALEIGH,8500 BLOCK FALLS OF NEUSE RD
P22000603,-78.58033628,35.74194613,56A,Southeast,2022-01-04,19:54:00,Fraud/False Pretense or Swindle,RALEIGH,2900 BLOCK TRASSACKS DR
P22000604,-78.68023085,35.74314559,25E,Southwest,2022-01-04,19:51:00,Assault/Simple,RALEIGH,2700 BLOCK LAKE WHEELER RD
P22000605,-78.57352422,35.78184665,71A,Southeast,2022-01-04,19:57:00,Traffic/DWI (Driving While Impaired),RALEIGH,I 440 WB  &  I 87 NB
P22000606,-78.59349834,35.80586492,25F,Northeast,2022-01-04,14:03:00,Assault/Intimidation-Communicating Threats,RALEIGH,3000 BLOCK LAKE WOODARD DR
P22000607,-78.68137505,35.87372884,35F,Northwest,2022-01-04,20:17:00,Larceny/Theft from Motor Vehicle,RALEIGH,2500 BLOCK TONY TANK LN
P22000608,-78.68213552,35.81609584,25E,Southwest,2022-01-04,19:54:00,Assault/Simple,RALEIGH,1900 BLOCK RIDGE RD
P22000610,-78.58408618,35.78499884,54C,Southeast,2022-01-04,20:48:00,Drug Violation/Felony,RALEIGH,3000 BLOCK HOLSTON LN
P22000611,-78.57593995,35.85426079,30B,Northeast,2022-01-04,17:09:00,Burglary/Residential,RALEIGH,3800 BLOCK GREY HARBOR DR
P22000612,-78.67655025,35.8396402,35C,Northwest,2022-01-04,18:39:00,Larceny/Shoplifting,RALEIGH,4300 BLOCK GLENWOOD AVE
P22000613,-78.67655025,35.8396402,35C,Northwest,2022-01-04,18:36:00,Larceny/Shoplifting,RALEIGH,4300 BLOCK GLENWOOD AVE
P22000614,-78.63165995,35.78017643,25F,Downtown,2022-01-04,20:43:00,Assault/Intimidation-Communicating Threats,RALEIGH,500 BLOCK NEW BERN AVE
P22000615,-78.56937437,35.86780808,25E,Northeast,2022-01-04,20:57:00,Assault/Simple,RALEIGH,6200 BLOCK PIEDMONT RIDGE CIR
P22000615,-78.56937437,35.86780808,80B,Northeast,2022-01-04,20:57:00,All Other/Damage to Property (minor),RALEIGH,6200 BLOCK PIEDMONT RIDGE CIR
P22000616,-78.79587054,35.89761187,82E,Northwest,2022-01-04,20:57:00,Humane/Animal Bite,RALEIGH,10100 BLOCK ARISTIDES CIR
